fiscal_year,health_authority,hospital_name,procedure_group,waiting,completed,completed_50th_percentile,completed_90th_percentile
2019/20,All Health Authorities,All Facilities,Thyroidectomy,439.0,1160.0,8.3,31.4
2019/20,All Health Authorities,All Facilities,Tonsillectomy/Adenoidectomy,1615.0,3289.0,10.9,38.5
2019/20,All Health Authorities,All Facilities,Tympanoplasty,562.0,583.0,14.1,52.7
2019/20,All Health Authorities,All Facilities,Uterine Surgery,3635.0,13883.0,6.4,25.3
2019/20,All Health Authorities,All Facilities,Vaginal Repair,662.0,1430.0,8.4,29.7
2019/20,All Health Authorities,All Facilities,Varicose Veins Ligation/Stripping,1464.0,1368.0,18.7,73.0
2019/20,All Health Authorities,All Facilities,Vascular Bypass Graft - Non Cardiac,117.0,547.0,2.7,15.0
2019/20,All Health Authorities,All Facilities,Vascular Surgery - Other,313.0,1585.0,2.9,13.7
2019/20,All Health Authorities,All Facilities,Wound/Laceration Care,275.0,1079.0,3.0,22.3
2020/21,All Health Authorities,All Facilities,Abdominoplasty,125.0,184.0,16.1,67.1
2020/21,All Health Authorities,All Facilities,Aortic Aneurysm Repair,42.0,428.0,3.3,11.8
2020/21,All Health Authorities,All Facilities,Appendectomy,53.0,314.0,4.3,18.2
2020/21,All Health Authorities,All Facilities,Bariatric Surgery,140.0,384.0,14.0,24.9
2020/21,All Health Authorities,All Facilities,Biopsy in OR,320.0,2081.0,2.9,14.9
2020/21,All Health Authorities,All Facilities,Bladder Surgery,873.0,4789.0,3.6,17.1
2020/21,All Health Authorities,All Facilities,Bowel Resection,354.0,2693.0,2.7,11.0
2020/21,All Health Authorities,All Facilities,Breast Biopsy,118.0,1485.0,2.9,7.9
2020/21,All Health Authorities,All Facilities,Breast Reconstruction,751.0,1308.0,8.9,52.4
2020/21,All Health Authorities,All Facilities,Breast Reduction,1652.0,1915.0,22.4,72.1
2020/21,All Health Authorities,All Facilities,CSF Drainage,11.0,94.0,1.0,4.6
2020/21,All Health Authorities,All Facilities,Cataract Surgery,22311.0,59659.0,9.3,43.0
2020/21,All Health Authorities,All Facilities,Cholecystectomy,1322.0,5535.0,4.9,24.0
2020/21,All Health Authorities,All Facilities,Colostomy/Ileostomy,136.0,625.0,6.3,26.3
2020/21,All Health Authorities,All Facilities,Cone Biopsy,21.0,192.0,2.6,9.9
2020/21,All Health Authorities,All Facilities,Cranial Surgery,147.0,1040.0,2.0,15.3
2020/21,All Health Authorities,All Facilities,Cyst/Ganglion Removal,361.0,1086.0,5.5,32.0
2020/21,All Health Authorities,All Facilities,D&C and Related Surgery,1068.0,5044.0,4.3,24.9
2020/21,All Health Authorities,All Facilities,Dental Surgery,2547.0,6612.0,8.1,30.4
2020/21,All Health Authorities,All Facilities,Endarterectomy,93.0,610.0,2.4,18.1
2020/21,All Health Authorities,All Facilities,Esophagectomy,34.0,138.0,2.3,9.8
2020/21,All Health Authorities,All Facilities,Examination Under Anaesthetic,245.0,1002.0,4.0,28.0
2020/21,All Health Authorities,All Facilities,Excision Gynecomastia,95.0,114.0,13.1,71.3
2020/21,All Health Authorities,All Facilities,Excision Lesion/Tumour,594.0,2838.0,3.3,20.1
2020/21,All Health Authorities,All Facilities,Facial Bone Reconstruction,284.0,566.0,9.9,38.4
2020/21,All Health Authorities,All Facilities,Fallopian Tube/Ovarian Surgery,1251.0,3244.0,8.6,34.4
2020/21,All Health Authorities,All Facilities,Fistula Repair - Non Vascular,62.0,197.0,4.7,21.2
2020/21,All Health Authorities,All Facilities,Foot/Ankle Surgery,466.0,776.0,19.1,48.5
2020/21,All Health Authorities,All Facilities,Foreign Body Removal Surgery,34.0,283.0,2.1,13.6
2020/21,All Health Authorities,All Facilities,Fracture Repair,171.0,1750.0,0.6,6.0
2020/21,All Health Authorities,All Facilities,Free Flap Graft,28.0,125.0,3.0,9.3
2020/21,All Health Authorities,All Facilities,Gastrostomy/Jejunostomy,19.0,113.0,1.4,10.6
2020/21,All Health Authorities,All Facilities,Hand/Wrist Surgery,853.0,2140.0,6.4,31.3
2020/21,All Health Authorities,All Facilities,Hernia Repair - Abdominal,3704.0,12142.0,7.4,34.0
2020/21,All Health Authorities,All Facilities,Hernia Repair - Hiatal,160.0,427.0,6.9,39.0
2020/21,All Health Authorities,All Facilities,Hip Replacement,3575.0,6399.0,19.3,46.0
2020/21,All Health Authorities,All Facilities,Kidney/Bladder Stone Removal,497.0,2384.0,4.4,18.3
2020/21,All Health Authorities,All Facilities,Knee - ACL Repair,588.0,1844.0,11.3,41.5
2020/21,All Health Authorities,All Facilities,Knee - Meniscectomy,382.0,1570.0,10.1,34.4
2020/21,All Health Authorities,All Facilities,Knee Arthroscopy,991.0,2545.0,6.9,35.6
2020/21,All Health Authorities,All Facilities,Knee Replacement,6561.0,9000.0,22.4,52.9
2020/21,All Health Authorities,All Facilities,Laparoscopy,241.0,865.0,6.3,31.4
2020/21,All Health Authorities,All Facilities,Laparotomy,45.0,349.0,2.7,11.9
2020/21,All Health Authorities,All Facilities,Lens & Vitreous (non-cataract) Surgery,1154.0,3437.0,3.1,33.1
2020/21,All Health Authorities,All Facilities,Ligament Surgery,110.0,302.0,5.0,45.2
2020/21,All Health Authorities,All Facilities,Lipectomy,49.0,46.0,12.8,57.4
2020/21,All Health Authorities,All Facilities,Lung Surgery,58.0,734.0,1.7,5.2
2020/21,All Health Authorities,All Facilities,Male Reproductive Surgery,882.0,2348.0,8.0,37.7
2020/21,All Health Authorities,All Facilities,Mastectomy,440.0,3943.0,2.4,6.7
2020/21,All Health Authorities,All Facilities,Mastoidectomy,144.0,243.0,8.6,58.2
2020/21,All Health Authorities,All Facilities,Myringotomy,220.0,647.0,9.1,27.3
2020/21,All Health Authorities,All Facilities,Nasal Surgery,2397.0,3084.0,16.7,53.7
2020/21,All Health Authorities,All Facilities,Nerve Surgery,549.0,1016.0,4.7,43.7
2020/21,All Health Authorities,All Facilities,Oral Cavity & Pharynx Surgery,132.0,399.0,6.9,33.3
2020/21,All Health Authorities,All Facilities,Other Ear Surgery,136.0,211.0,18.1,56.1
2020/21,All Health Authorities,All Facilities,Other Eye Surgery,1496.0,4832.0,5.0,33.4
2020/21,All Health Authorities,All Facilities,Other Joint Reconstruction,1115.0,2063.0,14.9,51.4
2020/21,All Health Authorities,All Facilities,Other Orthopaedic Surgery,2112.0,6165.0,6.6,38.0
2020/21,All Health Authorities,All Facilities,Other Urology Surgery,1297.0,6837.0,3.3,18.4
2020/21,All Health Authorities,All Facilities,Parotidectomy,181.0,437.0,9.0,52.0
2020/21,All Health Authorities,All Facilities,Prostate Surgery,1356.0,5391.0,4.7,26.0
2020/21,All Health Authorities,All Facilities,Rectal Surgery,675.0,1713.0,7.1,35.3
2020/21,All Health Authorities,All Facilities,Rib Resection,21.0,52.0,6.5,21.8
2020/21,All Health Authorities,All Facilities,Scope of Chest,59.0,499.0,3.0,7.1
2020/21,All Health Authorities,All Facilities,Shoulder Surgery,1829.0,3489.0,15.1,49.4
2020/21,All Health Authorities,All Facilities,Shunt Insertion/Removal,5.0,36.0,2.9,8.0
2020/21,All Health Authorities,All Facilities,Sinus Surgery,1283.0,1868.0,21.9,64.0
2020/21,All Health Authorities,All Facilities,Skin Surgery,432.0,797.0,7.9,48.4
2020/21,All Health Authorities,All Facilities,Skin Tumour Removal,722.0,3359.0,3.3,26.3
2020/21,All Health Authorities,All Facilities,Sphincterotomy,38.0,94.0,4.1,26.4
2020/21,All Health Authorities,All Facilities,Spinal/Back Surgery,1899.0,3900.0,7.1,44.4
2020/21,All Health Authorities,All Facilities,Tendon Surgery,232.0,901.0,4.1,31.6
2020/21,All Health Authorities,All Facilities,Thoracotomy,24.0,167.0,2.0,8.0
2020/21,All Health Authorities,All Facilities,Thyroidectomy,409.0,1201.0,5.9,37.3
2020/21,All Health Authorities,All Facilities,Tonsillectomy/Adenoidectomy,1149.0,2739.0,13.1,42.0
2020/21,All Health Authorities,All Facilities,Tympanoplasty,596.0,542.0,21.0,75.8
2020/21,All Health Authorities,All Facilities,Uterine Surgery,3652.0,13447.0,6.7,33.6
2020/21,All Health Authorities,All Facilities,Vaginal Repair,630.0,1163.0,11.0,37.4
2020/21,All Health Authorities,All Facilities,Varicose Veins Ligation/Stripping,1270.0,1189.0,21.3,84.7
2020/21,All Health Authorities,All Facilities,Vascular Bypass Graft - Non Cardiac,68.0,598.0,2.1,14.3
2020/21,All Health Authorities,All Facilities,Vascular Surgery - Other,197.0,1643.0,2.4,13.0
2020/21,All Health Authorities,All Facilities,Wound/Laceration Care,235.0,1111.0,2.3,24.1
2021/22,All Health Authorities,All Facilities,Abdominoplasty,123.0,201.0,10.6,55.4
2021/22,All Health Authorities,All Facilities,Aortic Aneurysm Repair,58.0,403.0,3.6,10.3
2021/22,All Health Authorities,All Facilities,Appendectomy,65.0,335.0,4.6,14.7
2021/22,All Health Authorities,All Facilities,Bariatric Surgery,143.0,512.0,10.0,23.0
2021/22,All Health Authorities,All Facilities,Biopsy in OR,342.0,2191.0,2.7,11.1
2021/22,All Health Authorities,All Facilities,Bladder Surgery,850.0,4969.0,3.9,14.0
2021/22,All Health Authorities,All Facilities,Bowel Resection,405.0,2734.0,3.0,9.6
2021/22,All Health Authorities,All Facilities,Breast Biopsy,155.0,1474.0,3.0,8.3
2021/22,All Health Authorities,All Facilities,Breast Reconstruction,686.0,1258.0,6.5,48.3
2021/22,All Health Authorities,All Facilities,Breast Reduction,1801.0,1999.0,15.1,58.5
2021/22,All Health Authorities,All Facilities,CSF Drainage,12.0,91.0,1.3,6.4
2021/22,All Health Authorities,All Facilities,Cataract Surgery,19224.0,74877.0,6.4,29.1
2021/22,All Health Authorities,All Facilities,Cholecystectomy,1443.0,5276.0,5.0,18.4
2021/22,All Health Authorities,All Facilities,Colostomy/Ileostomy,208.0,616.0,4.7,23.4
2021/22,All Health Authorities,All Facilities,Cone Biopsy,29.0,244.0,3.7,8.8
2021/22,All Health Authorities,All Facilities,Cranial Surgery,167.0,999.0,2.1,13.9
2021/22,All Health Authorities,All Facilities,Cyst/Ganglion Removal,420.0,1184.0,5.3,22.3
2021/22,All Health Authorities,All Facilities,D&C and Related Surgery,1162.0,5174.0,4.1,17.3
2021/22,All Health Authorities,All Facilities,Dental Surgery,3009.0,7585.0,8.0,25.0
2021/22,All Health Authorities,All Facilities,Endarterectomy,81.0,626.0,1.9,12.4
2021/22,All Health Authorities,All Facilities,Esophagectomy,35.0,149.0,3.0,14.0
2021/22,All Health Authorities,All Facilities,Examination Under Anaesthetic,302.0,1111.0,4.1,21.9
2021/22,All Health Authorities,All Facilities,Excision Gynecomastia,84.0,131.0,9.7,49.7
2021/22,All Health Authorities,All Facilities,Excision Lesion/Tumour,795.0,2923.0,4.0,16.4
2021/22,All Health Authorities,All Facilities,Facial Bone Reconstruction,322.0,564.0,9.7,33.2
2021/22,All Health Authorities,All Facilities,Fallopian Tube/Ovarian Surgery,1383.0,3065.0,7.6,27.1
2021/22,All Health Authorities,All Facilities,Fistula Repair - Non Vascular,91.0,266.0,6.1,17.9
2021/22,All Health Authorities,All Facilities,Foot/Ankle Surgery,435.0,788.0,11.7,53.6
2021/22,All Health Authorities,All Facilities,Foreign Body Removal Surgery,36.0,348.0,2.4,13.5
2021/22,All Health Authorities,All Facilities,Fracture Repair,222.0,2087.0,0.4,5.3
2021/22,All Health Authorities,All Facilities,Free Flap Graft,54.0,130.0,2.9,11.0
2021/22,All Health Authorities,All Facilities,Gastrostomy/Jejunostomy,,151.0,0.9,9.9
2021/22,All Health Authorities,All Facilities,Hand/Wrist Surgery,767.0,2156.0,6.1,25.0
2021/22,All Health Authorities,All Facilities,Hernia Repair - Abdominal,4397.0,11573.0,6.7,24.9
2021/22,All Health Authorities,All Facilities,Hernia Repair - Hiatal,244.0,337.0,7.9,34.1
2021/22,All Health Authorities,All Facilities,Hip Replacement,4424.0,6603.0,16.1,42.1
2021/22,All Health Authorities,All Facilities,Kidney/Bladder Stone Removal,512.0,2452.0,5.0,16.4
2021/22,All Health Authorities,All Facilities,Knee - ACL Repair,770.0,1817.0,6.1,25.0
2021/22,All Health Authorities,All Facilities,Knee - Meniscectomy,528.0,1660.0,7.1,24.0
2021/22,All Health Authorities,All Facilities,Knee Arthroscopy,1011.0,2424.0,5.3,25.5
2021/22,All Health Authorities,All Facilities,Knee Replacement,8410.0,8727.0,18.9,50.0
2021/22,All Health Authorities,All Facilities,Laparoscopy,253.0,877.0,5.9,24.9
2021/22,All Health Authorities,All Facilities,Laparotomy,60.0,357.0,3.4,12.0
2021/22,All Health Authorities,All Facilities,Lens & Vitreous (non-cataract) Surgery,1079.0,4075.0,4.3,25.9
2021/22,All Health Authorities,All Facilities,Ligament Surgery,109.0,276.0,3.6,25.6
2021/22,All Health Authorities,All Facilities,Lipectomy,44.0,75.0,10.0,44.2
2021/22,All Health Authorities,All Facilities,Lung Surgery,72.0,670.0,2.3,6.7
2021/22,All Health Authorities,All Facilities,Male Reproductive Surgery,1075.0,2193.0,7.4,29.9
2021/22,All Health Authorities,All Facilities,Mastectomy,471.0,4546.0,2.7,6.4
2021/22,All Health Authorities,All Facilities,Mastoidectomy,165.0,246.0,9.7,44.5
2021/22,All Health Authorities,All Facilities,Myringotomy,218.0,503.0,5.1,16.4
2021/22,All Health Authorities,All Facilities,Nasal Surgery,2870.0,3404.0,14.1,47.0
2021/22,All Health Authorities,All Facilities,Nerve Surgery,278.0,914.0,4.4,35.9
2021/22,All Health Authorities,All Facilities,Oral Cavity & Pharynx Surgery,164.0,393.0,9.1,27.0
2021/22,All Health Authorities,All Facilities,Other Ear Surgery,161.0,230.0,11.4,56.3
2021/22,All Health Authorities,All Facilities,Other Eye Surgery,1994.0,5686.0,5.0,21.1
2021/22,All Health Authorities,All Facilities,Other Joint Reconstruction,1274.0,2131.0,10.1,40.1
2021/22,All Health Authorities,All Facilities,Other Orthopaedic Surgery,2439.0,6086.0,5.6,27.1
2021/22,All Health Authorities,All Facilities,Other Urology Surgery,1383.0,6706.0,4.0,15.7
2021/22,All Health Authorities,All Facilities,Parotidectomy,184.0,386.0,7.1,36.5
2021/22,All Health Authorities,All Facilities,Prostate Surgery,1699.0,5305.0,5.3,22.9
2021/22,All Health Authorities,All Facilities,Rectal Surgery,745.0,1770.0,6.6,26.0
2021/22,All Health Authorities,All Facilities,Rib Resection,26.0,38.0,6.2,55.6
2021/22,All Health Authorities,All Facilities,Scope of Chest,74.0,539.0,3.4,7.3
2021/22,All Health Authorities,All Facilities,Shoulder Surgery,2054.0,3315.0,9.9,33.0
2021/22,All Health Authorities,All Facilities,Shunt Insertion/Removal,,39.0,2.7,8.5
2021/22,All Health Authorities,All Facilities,Sinus Surgery,1201.0,1790.0,15.4,48.7
2021/22,All Health Authorities,All Facilities,Skin Surgery,468.0,801.0,6.4,36.9
2021/22,All Health Authorities,All Facilities,Skin Tumour Removal,840.0,3772.0,3.3,14.9
2021/22,All Health Authorities,All Facilities,Sphincterotomy,41.0,99.0,6.0,20.8
2021/22,All Health Authorities,All Facilities,Spinal/Back Surgery,2106.0,3557.0,6.3,44.4
2021/22,All Health Authorities,All Facilities,Tendon Surgery,266.0,1067.0,2.7,19.1
2021/22,All Health Authorities,All Facilities,Thoracotomy,28.0,164.0,2.7,10.9
2021/22,All Health Authorities,All Facilities,Thyroidectomy,480.0,1137.0,5.3,24.1
2021/22,All Health Authorities,All Facilities,Tonsillectomy/Adenoidectomy,1287.0,2020.0,10.4,34.0
2021/22,All Health Authorities,All Facilities,Tympanoplasty,663.0,625.0,16.3,79.6
2021/22,All Health Authorities,All Facilities,Uterine Surgery,4306.0,14342.0,6.1,29.0
2021/22,All Health Authorities,All Facilities,Vaginal Repair,752.0,1280.0,9.7,36.4
2021/22,All Health Authorities,All Facilities,Varicose Veins Ligation/Stripping,1251.0,1338.0,15.9,92.7
2021/22,All Health Authorities,All Facilities,Vascular Bypass Graft - Non Cardiac,80.0,467.0,2.0,11.8
2021/22,All Health Authorities,All Facilities,Vascular Surgery - Other,195.0,1460.0,2.1,12.4
2021/22,All Health Authorities,All Facilities,Wound/Laceration Care,323.0,1207.0,2.1,16.0
2022/23,All Health Authorities,All Facilities,Abdominoplasty,118.0,191.0,13.4,43.3
2022/23,All Health Authorities,All Facilities,Aortic Aneurysm Repair,75.0,447.0,3.6,12.2
2022/23,All Health Authorities,All Facilities,Appendectomy,70.0,330.0,4.9,15.1
2022/23,All Health Authorities,All Facilities,Bariatric Surgery,142.0,492.0,10.1,21.7
2022/23,All Health Authorities,All Facilities,Biopsy in OR,431.0,2229.0,2.9,12.9
2022/23,All Health Authorities,All Facilities,Bladder Surgery,882.0,4900.0,4.0,15.9
2022/23,All Health Authorities,All Facilities,Bowel Resection,386.0,2713.0,3.4,11.7
2022/23,All Health Authorities,All Facilities,Breast Biopsy,175.0,1411.0,3.0,9.6
2022/23,All Health Authorities,All Facilities,Breast Reconstruction,660.0,1347.0,7.3,47.0
2022/23,All Health Authorities,All Facilities,Breast Reduction,1877.0,2063.0,16.7,59.5
2022/23,All Health Authorities,All Facilities,CSF Drainage,19.0,140.0,0.9,8.7
2022/23,All Health Authorities,All Facilities,Cataract Surgery,18371.0,75500.0,6.1,23.0
2022/23,All Health Authorities,All Facilities,Cholecystectomy,1353.0,5261.0,5.7,20.9
2022/23,All Health Authorities,All Facilities,Colostomy/Ileostomy,170.0,689.0,7.1,26.7
2022/23,All Health Authorities,All Facilities,Cone Biopsy,40.0,264.0,4.0,9.3
2022/23,All Health Authorities,All Facilities,Cranial Surgery,164.0,1098.0,2.3,14.9
2022/23,All Health Authorities,All Facilities,Cyst/Ganglion Removal,387.0,1106.0,5.4,24.4
2022/23,All Health Authorities,All Facilities,D&C and Related Surgery,1049.0,5128.0,4.7,19.3
2022/23,All Health Authorities,All Facilities,Dental Surgery,3560.0,7134.0,8.6,34.6
2022/23,All Health Authorities,All Facilities,Endarterectomy,107.0,657.0,2.3,10.4
2022/23,All Health Authorities,All Facilities,Esophagectomy,36.0,130.0,4.0,18.3
2022/23,All Health Authorities,All Facilities,Examination Under Anaesthetic,313.0,1306.0,5.0,26.6
2022/23,All Health Authorities,All Facilities,Excision Gynecomastia,81.0,121.0,9.9,46.0
2022/23,All Health Authorities,All Facilities,Excision Lesion/Tumour,773.0,3314.0,4.7,19.4
2022/23,All Health Authorities,All Facilities,Facial Bone Reconstruction,416.0,724.0,8.9,31.0
2022/23,All Health Authorities,All Facilities,Fallopian Tube/Ovarian Surgery,1329.0,3421.0,9.0,31.6
2022/23,All Health Authorities,All Facilities,Fistula Repair - Non Vascular,90.0,257.0,6.4,24.6
2022/23,All Health Authorities,All Facilities,Foot/Ankle Surgery,388.0,782.0,14.6,43.9
2022/23,All Health Authorities,All Facilities,Foreign Body Removal Surgery,49.0,275.0,2.3,13.2
2022/23,All Health Authorities,All Facilities,Fracture Repair,259.0,2130.0,0.6,7.7
2022/23,All Health Authorities,All Facilities,Free Flap Graft,58.0,163.0,3.0,23.0
2022/23,All Health Authorities,All Facilities,Gastrostomy/Jejunostomy,16.0,49.0,1.1,10.7
2022/23,All Health Authorities,All Facilities,Hand/Wrist Surgery,678.0,2322.0,5.1,27.1
2022/23,All Health Authorities,All Facilities,Hernia Repair - Abdominal,4532.0,12921.0,8.4,31.1
2022/23,All Health Authorities,All Facilities,Hernia Repair - Hiatal,199.0,372.0,11.6,44.4
2022/23,All Health Authorities,All Facilities,Hip Replacement,4607.0,7321.0,20.7,47.4
2022/23,All Health Authorities,All Facilities,Kidney/Bladder Stone Removal,488.0,2586.0,4.4,17.1
2022/23,All Health Authorities,All Facilities,Knee - ACL Repair,898.0,2128.0,8.0,28.0
2022/23,All Health Authorities,All Facilities,Knee - Meniscectomy,451.0,1604.0,7.9,28.6
2022/23,All Health Authorities,All Facilities,Knee Arthroscopy,931.0,2485.0,6.7,25.4
2022/23,All Health Authorities,All Facilities,Knee Replacement,8803.0,10411.0,23.0,57.6
2022/23,All Health Authorities,All Facilities,Laparoscopy,240.0,922.0,5.7,26.3
2022/23,All Health Authorities,All Facilities,Laparotomy,59.0,294.0,3.9,21.0
2022/23,All Health Authorities,All Facilities,Lens & Vitreous (non-cataract) Surgery,1116.0,4034.0,4.3,22.6
2022/23,All Health Authorities,All Facilities,Ligament Surgery,132.0,281.0,5.7,31.6
2022/23,All Health Authorities,All Facilities,Lipectomy,92.0,55.0,17.9,52.7
2022/23,All Health Authorities,All Facilities,Lung Surgery,56.0,652.0,2.1,7.0
2022/23,All Health Authorities,All Facilities,Male Reproductive Surgery,1051.0,2438.0,9.7,39.1
2022/23,All Health Authorities,All Facilities,Mastectomy,512.0,4601.0,2.9,7.1
2022/23,All Health Authorities,All Facilities,Mastoidectomy,167.0,287.0,13.6,47.6
2022/23,All Health Authorities,All Facilities,Myringotomy,480.0,927.0,7.1,21.0
2022/23,All Health Authorities,All Facilities,Nasal Surgery,3202.0,3940.0,15.7,52.9
2022/23,All Health Authorities,All Facilities,Nerve Surgery,366.0,842.0,4.9,33.6
2022/23,All Health Authorities,All Facilities,Oral Cavity & Pharynx Surgery,149.0,375.0,9.4,36.9
2022/23,All Health Authorities,All Facilities,Other Ear Surgery,156.0,261.0,15.1,56.4
2022/23,All Health Authorities,All Facilities,Other Eye Surgery,2177.0,6172.0,6.1,30.7
2022/23,All Health Authorities,All Facilities,Other Joint Reconstruction,1164.0,2251.0,11.4,38.0
2022/23,All Health Authorities,All Facilities,Other Orthopaedic Surgery,2319.0,6681.0,7.0,31.0
2022/23,All Health Authorities,All Facilities,Other Urology Surgery,1318.0,6698.0,4.3,19.7
2022/23,All Health Authorities,All Facilities,Parotidectomy,219.0,335.0,11.0,45.8
2022/23,All Health Authorities,All Facilities,Prostate Surgery,1689.0,6074.0,6.0,27.9
2022/23,All Health Authorities,All Facilities,Rectal Surgery,812.0,1761.0,8.1,35.0
2022/23,All Health Authorities,All Facilities,Rib Resection,16.0,56.0,9.9,43.6
2022/23,All Health Authorities,All Facilities,Scope of Chest,102.0,513.0,4.0,9.8
2022/23,All Health Authorities,All Facilities,Shoulder Surgery,1852.0,3456.0,12.1,39.4
2022/23,All Health Authorities,All Facilities,Shunt Insertion/Removal,,33.0,4.1,9.4
2022/23,All Health Authorities,All Facilities,Sinus Surgery,1518.0,2018.0,16.0,48.8
2022/23,All Health Authorities,All Facilities,Skin Surgery,519.0,820.0,7.9,48.5
2022/23,All Health Authorities,All Facilities,Skin Tumour Removal,834.0,4099.0,3.6,17.4
2022/23,All Health Authorities,All Facilities,Sphincterotomy,34.0,104.0,6.6,22.5
2022/23,All Health Authorities,All Facilities,Spinal/Back Surgery,1733.0,4003.0,7.9,47.3
2022/23,All Health Authorities,All Facilities,Tendon Surgery,255.0,1033.0,3.3,27.5
2022/23,All Health Authorities,All Facilities,Thoracotomy,27.0,155.0,2.7,12.6
2022/23,All Health Authorities,All Facilities,Thyroidectomy,542.0,1152.0,7.3,34.5
2022/23,All Health Authorities,All Facilities,Tonsillectomy/Adenoidectomy,1724.0,2598.0,11.0,37.1
2022/23,All Health Authorities,All Facilities,Tympanoplasty,696.0,579.0,21.3,73.7
2022/23,All Health Authorities,All Facilities,Uterine Surgery,4294.0,15507.0,7.7,31.7
2022/23,All Health Authorities,All Facilities,Vaginal Repair,737.0,1500.0,10.9,43.2
2022/23,All Health Authorities,All Facilities,Varicose Veins Ligation/Stripping,1040.0,1449.0,17.1,84.2
2022/23,All Health Authorities,All Facilities,Vascular Bypass Graft - Non Cardiac,67.0,494.0,2.1,12.8
2022/23,All Health Authorities,All Facilities,Vascular Surgery - Other,258.0,1525.0,2.6,12.2
2022/23,All Health Authorities,All Facilities,Wound/Laceration Care,307.0,1337.0,2.6,18.5
2023/24,All Health Authorities,All Facilities,Abdominoplasty,113.0,218.0,10.6,47.6
2023/24,All Health Authorities,All Facilities,Aortic Aneurysm Repair,69.0,542.0,4.0,11.3
2023/24,All Health Authorities,All Facilities,Appendectomy,77.0,347.0,5.6,14.8
2023/24,All Health Authorities,All Facilities,Bariatric Surgery,229.0,473.0,11.1,28.1
2023/24,All Health Authorities,All Facilities,Biopsy in OR,373.0,2388.0,3.0,12.9
2023/24,All Health Authorities,All Facilities,Bladder Surgery,823.0,5209.0,3.9,14.7
2023/24,All Health Authorities,All Facilities,Bowel Resection,383.0,2759.0,3.3,11.0
2023/24,All Health Authorities,All Facilities,Breast Biopsy,141.0,1361.0,2.9,8.1
2023/24,All Health Authorities,All Facilities,Breast Reconstruction,606.0,1403.0,5.4,37.7
2023/24,All Health Authorities,All Facilities,Breast Reduction,1998.0,2361.0,13.0,54.4
2023/24,All Health Authorities,All Facilities,CSF Drainage,15.0,114.0,1.0,5.4
2023/24,All Health Authorities,All Facilities,Cataract Surgery,18833.0,75959.0,6.0,22.7
2023/24,All Health Authorities,All Facilities,Cholecystectomy,1522.0,5297.0,5.6,20.0
2023/24,All Health Authorities,All Facilities,Colostomy/Ileostomy,180.0,690.0,5.7,21.4
2023/24,All Health Authorities,All Facilities,Cone Biopsy,58.0,334.0,4.0,11.1
2023/24,All Health Authorities,All Facilities,Cranial Surgery,158.0,1146.0,2.3,13.4
2023/24,All Health Authorities,All Facilities,Cyst/Ganglion Removal,416.0,1060.0,6.4,28.4
2023/24,All Health Authorities,All Facilities,D&C and Related Surgery,1205.0,4993.0,4.3,17.9
2023/24,All Health Authorities,All Facilities,Dental Surgery,3554.0,7974.0,9.3,36.7
2023/24,All Health Authorities,All Facilities,Endarterectomy,82.0,770.0,2.4,13.7
2023/24,All Health Authorities,All Facilities,Esophagectomy,39.0,123.0,4.1,17.5
2023/24,All Health Authorities,All Facilities,Examination Under Anaesthetic,405.0,1260.0,5.1,21.9
2023/24,All Health Authorities,All Facilities,Excision Gynecomastia,84.0,122.0,11.6,77.5
2023/24,All Health Authorities,All Facilities,Excision Lesion/Tumour,930.0,3555.0,4.6,18.1
2023/24,All Health Authorities,All Facilities,Facial Bone Reconstruction,455.0,722.0,9.1,39.0
2023/24,All Health Authorities,All Facilities,Fallopian Tube/Ovarian Surgery,1346.0,3456.0,9.0,29.5
2023/24,All Health Authorities,All Facilities,Fistula Repair - Non Vascular,117.0,314.0,7.3,25.3
2023/24,All Health Authorities,All Facilities,Foot/Ankle Surgery,435.0,709.0,10.4,50.2
2023/24,All Health Authorities,All Facilities,Foreign Body Removal Surgery,39.0,271.0,2.9,18.3
2023/24,All Health Authorities,All Facilities,Fracture Repair,250.0,2070.0,0.7,8.3
2023/24,All Health Authorities,All Facilities,Free Flap Graft,61.0,190.0,4.4,26.9
2023/24,All Health Authorities,All Facilities,Gastrostomy/Jejunostomy,21.0,69.0,1.0,8.1
2023/24,All Health Authorities,All Facilities,Hand/Wrist Surgery,680.0,1998.0,5.3,25.6
2023/24,All Health Authorities,All Facilities,Hernia Repair - Abdominal,5204.0,13481.0,8.4,29.7
2023/24,All Health Authorities,All Facilities,Hernia Repair - Hiatal,229.0,317.0,9.9,40.8
2023/24,All Health Authorities,All Facilities,Hip Replacement,5108.0,7870.0,18.0,50.0
2023/24,All Health Authorities,All Facilities,Kidney/Bladder Stone Removal,474.0,3077.0,4.0,16.0
2023/24,All Health Authorities,All Facilities,Knee - ACL Repair,907.0,2365.0,8.6,31.8
2023/24,All Health Authorities,All Facilities,Knee - Meniscectomy,431.0,1590.0,7.4,26.9
2023/24,All Health Authorities,All Facilities,Knee Arthroscopy,1119.0,2279.0,7.0,29.3
2023/24,All Health Authorities,All Facilities,Knee Replacement,9698.0,11481.0,23.0,57.0
2023/24,All Health Authorities,All Facilities,Laparoscopy,255.0,961.0,6.3,26.7
2023/24,All Health Authorities,All Facilities,Laparotomy,37.0,283.0,4.0,17.1
