fiscal_year,quarter,health_authority,hospital_name,procedure_group,waiting,completed,percentile_comp_50th,percentile_comp_90th
2025/26,Q4,Northern,Ksyen Regional Hospital,Rectal Surgery,,,,
2025/26,Q4,Northern,Ksyen Regional Hospital,Shoulder Surgery,19.0,14.0,7.3,16.1
2025/26,Q4,Northern,Ksyen Regional Hospital,Skin Surgery,,,,
2025/26,Q4,Northern,Ksyen Regional Hospital,Skin Tumour Removal,,19.0,7.0,14.3
2025/26,Q4,Northern,Ksyen Regional Hospital,Sphincterotomy,,0.0,,
2025/26,Q4,Northern,Ksyen Regional Hospital,Tendon Surgery,,,,
2025/26,Q4,Northern,Ksyen Regional Hospital,Tonsillectomy/Adenoidectomy,8.0,,,
2025/26,Q4,Northern,Ksyen Regional Hospital,Tympanoplasty,,,,
2025/26,Q4,Northern,Ksyen Regional Hospital,Uterine Surgery,16.0,32.0,7.6,20.2
2025/26,Q4,Northern,Ksyen Regional Hospital,Vaginal Repair,,0.0,,
2025/26,Q4,Northern,Prince Rupert Regional Hospital,All Other Procedures,6.0,,,
2025/26,Q4,Northern,Prince Rupert Regional Hospital,All Procedures,247.0,160.0,9.6,15.3
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Bladder Surgery,,0.0,,
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Breast Reconstruction,,0.0,,
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Dental Surgery,27.0,25.0,5.4,9.4
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Examination Under Anaesthetic,,0.0,,
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Excision Lesion/Tumour,,,,
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Foot/Ankle Surgery,11.0,,,
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Hand/Wrist Surgery,,,,
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Hip Replacement,,0.0,,
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Knee - Meniscectomy,,0.0,,
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Knee Arthroscopy,11.0,11.0,9.7,11.9
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Knee Replacement,22.0,29.0,12.0,16.4
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Male Reproductive Surgery,7.0,,,
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Myringotomy,,,,
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Nasal Surgery,10.0,,,
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Nerve Surgery,,0.0,,
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Oral Cavity & Pharynx Surgery,,0.0,,
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Other Joint Reconstruction,35.0,22.0,11.8,15.0
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Other Orthopaedic Surgery,22.0,19.0,7.3,12.5
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Other Urology Surgery,48.0,26.0,9.5,20.0
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Prostate Surgery,10.0,0.0,,
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Skin Tumour Removal,,0.0,,
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Tendon Surgery,,,,
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Tonsillectomy/Adenoidectomy,17.0,,,
2025/26,Q4,Northern,Prince Rupert Regional Hospital,Uterine Surgery,,,,
2025/26,Q4,Northern,St. John Hospital,All Other Procedures,,,,
2025/26,Q4,Northern,St. John Hospital,All Procedures,204.0,165.0,6.0,17.3
2025/26,Q4,Northern,St. John Hospital,Breast Reconstruction,,0.0,,
2025/26,Q4,Northern,St. John Hospital,Breast Reduction,,,,
2025/26,Q4,Northern,St. John Hospital,Cholecystectomy,,5.0,1.9,6.4
2025/26,Q4,Northern,St. John Hospital,Cyst/Ganglion Removal,6.0,,,
2025/26,Q4,Northern,St. John Hospital,D&C and Related Surgery,7.0,6.0,5.4,5.9
2025/26,Q4,Northern,St. John Hospital,Dental Surgery,16.0,28.0,7.0,11.0
2025/26,Q4,Northern,St. John Hospital,Fallopian Tube/Ovarian Surgery,,,,
2025/26,Q4,Northern,St. John Hospital,Foot/Ankle Surgery,,0.0,,
2025/26,Q4,Northern,St. John Hospital,Fracture Repair,,,,
2025/26,Q4,Northern,St. John Hospital,Hand/Wrist Surgery,,,,
2025/26,Q4,Northern,St. John Hospital,Hernia Repair - Abdominal,10.0,15.0,3.1,9.3
2025/26,Q4,Northern,St. John Hospital,Knee - ACL Repair,7.0,11.0,14.4,21.6
2025/26,Q4,Northern,St. John Hospital,Knee - Meniscectomy,11.0,9.0,12.3,15.1
2025/26,Q4,Northern,St. John Hospital,Knee Arthroscopy,,7.0,7.6,14.7
2025/26,Q4,Northern,St. John Hospital,Ligament Surgery,,0.0,,
2025/26,Q4,Northern,St. John Hospital,Lipectomy,,0.0,,
2025/26,Q4,Northern,St. John Hospital,Male Reproductive Surgery,14.0,9.0,7.3,11.8
2025/26,Q4,Northern,St. John Hospital,Myringotomy,,,,
2025/26,Q4,Northern,St. John Hospital,Nasal Surgery,26.0,,,
2025/26,Q4,Northern,St. John Hospital,Other Orthopaedic Surgery,8.0,20.0,8.6,18.0
2025/26,Q4,Northern,St. John Hospital,Tendon Surgery,,,,
2025/26,Q4,Northern,St. John Hospital,Tonsillectomy/Adenoidectomy,70.0,7.0,6.0,53.2
2025/26,Q4,Northern,St. John Hospital,Uterine Surgery,,,,
2025/26,Q4,Northern,St. John Hospital,Varicose Veins Ligation/Stripping,,,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Abdominoplasty,,0.0,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,All Other Procedures,62.0,62.0,6.2,21.1
2025/26,Q4,Northern,University Hospital of Northern British Columbia,All Procedures,2285.0,1160.0,12.3,42.7
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Aortic Aneurysm Repair,,6.0,3.5,5.9
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Bariatric Surgery,,0.0,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Biopsy in OR,10.0,6.0,6.6,9.9
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Bladder Surgery,32.0,44.0,3.8,6.9
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Bowel Resection,14.0,24.0,4.6,9.5
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Breast Biopsy,,0.0,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Breast Reconstruction,14.0,,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Breast Reduction,53.0,21.0,11.1,26.9
2025/26,Q4,Northern,University Hospital of Northern British Columbia,CSF Drainage,,,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Cataract Surgery,55.0,15.0,38.0,46.9
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Cholecystectomy,41.0,36.0,11.8,20.9
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Colostomy/Ileostomy,,8.0,13.1,17.2
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Cone Biopsy,,,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Cyst/Ganglion Removal,8.0,,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,D&C and Related Surgery,72.0,48.0,4.9,35.3
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Dental Surgery,48.0,24.0,24.1,40.1
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Endarterectomy,,,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Esophagectomy,,0.0,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Examination Under Anaesthetic,15.0,12.0,10.6,16.0
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Excision Lesion/Tumour,21.0,21.0,7.6,30.4
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Facial Bone Reconstruction,29.0,11.0,26.0,49.3
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Fallopian Tube/Ovarian Surgery,81.0,14.0,38.6,55.6
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Foot/Ankle Surgery,8.0,,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Foreign Body Removal Surgery,,0.0,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Fracture Repair,,,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Gastrostomy/Jejunostomy,,0.0,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Hand/Wrist Surgery,9.0,7.0,20.0,32.2
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Hernia Repair - Abdominal,91.0,57.0,12.9,22.4
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Hernia Repair - Hiatal,,,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Hip Replacement,224.0,95.0,17.7,41.5
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Kidney/Bladder Stone Removal,,8.0,4.6,10.3
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Knee - ACL Repair,8.0,6.0,13.2,29.6
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Knee - Meniscectomy,31.0,8.0,19.3,52.2
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Knee Arthroscopy,7.0,,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Knee Replacement,652.0,193.0,24.1,63.8
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Laparoscopy,,5.0,10.7,27.5
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Ligament Surgery,,0.0,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Male Reproductive Surgery,27.0,13.0,5.3,22.9
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Mastectomy,14.0,31.0,3.9,8.1
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Nasal Surgery,63.0,15.0,28.1,52.6
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Nerve Surgery,,0.0,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Oral Cavity & Pharynx Surgery,39.0,13.0,29.9,42.3
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Other Ear Surgery,,0.0,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Other Eye Surgery,23.0,7.0,10.4,24.9
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Other Joint Reconstruction,28.0,33.0,15.4,31.8
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Other Orthopaedic Surgery,59.0,31.0,8.0,32.0
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Other Urology Surgery,23.0,39.0,4.0,7.5
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Parotidectomy,,,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Prostate Surgery,18.0,32.0,5.9,14.8
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Rectal Surgery,5.0,5.0,10.4,17.8
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Shoulder Surgery,94.0,46.0,34.9,69.1
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Sinus Surgery,5.0,0.0,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Skin Surgery,,0.0,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Skin Tumour Removal,15.0,15.0,5.1,11.6
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Tendon Surgery,8.0,5.0,5.3,22.7
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Thyroidectomy,,7.0,5.4,29.3
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Tonsillectomy/Adenoidectomy,9.0,7.0,17.1,52.1
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Uterine Surgery,188.0,76.0,20.3,54.6
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Vaginal Repair,22.0,,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Varicose Veins Ligation/Stripping,,0.0,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Vascular Surgery - Other,,9.0,5.1,8.4
2025/26,Q4,Northern,University Hospital of Northern British Columbia,Wound/Laceration Care,,,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia Surgical Centre,All Other Procedures,316.0,158.0,13.8,25.5
2025/26,Q4,Northern,University Hospital of Northern British Columbia Surgical Centre,All Procedures,1050.0,779.0,7.4,20.3
2025/26,Q4,Northern,University Hospital of Northern British Columbia Surgical Centre,Cataract Surgery,704.0,561.0,6.0,18.9
2025/26,Q4,Northern,University Hospital of Northern British Columbia Surgical Centre,Cone Biopsy,5.0,23.0,3.0,5.7
2025/26,Q4,Northern,University Hospital of Northern British Columbia Surgical Centre,Cyst/Ganglion Removal,,0.0,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia Surgical Centre,Foot/Ankle Surgery,,,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia Surgical Centre,Hand/Wrist Surgery,,,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia Surgical Centre,Nerve Surgery,,,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia Surgical Centre,Other Eye Surgery,,,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia Surgical Centre,Other Joint Reconstruction,,,,
2025/26,Q4,Northern,University Hospital of Northern British Columbia Surgical Centre,Other Orthopaedic Surgery,10.0,18.0,9.9,23.7
2025/26,Q4,Northern,University Hospital of Northern British Columbia Surgical Centre,Tendon Surgery,,6.0,10.4,18.4
2025/26,Q4,Northern,University Hospital of Northern British Columbia Surgical Centre,Wound/Laceration Care,,0.0,,
2025/26,Q4,Northern,Wrinch Memorial Hospital,All Other Procedures,,,,
2025/26,Q4,Northern,Wrinch Memorial Hospital,All Procedures,22.0,29.0,3.3,9.0
2025/26,Q4,Northern,Wrinch Memorial Hospital,Dental Surgery,11.0,21.0,3.0,9.0
2025/26,Q4,Northern,Wrinch Memorial Hospital,Examination Under Anaesthetic,,,,
2025/26,Q4,Northern,Wrinch Memorial Hospital,Fallopian Tube/Ovarian Surgery,,0.0,,
2025/26,Q4,Northern,Wrinch Memorial Hospital,Foreign Body Removal Surgery,,0.0,,
2025/26,Q4,Northern,Wrinch Memorial Hospital,Hernia Repair - Abdominal,,0.0,,
2025/26,Q4,Northern,Wrinch Memorial Hospital,Other Orthopaedic Surgery,,0.0,,
2025/26,Q4,Northern,Wrinch Memorial Hospital,Skin Tumour Removal,,0.0,,
2025/26,Q4,Northern,Wrinch Memorial Hospital,Vascular Surgery - Other,,0.0,,
2025/26,Q4,Provincial Health Services Authority,All Facilities,All Other Procedures,335.0,416.0,3.6,15.6
2025/26,Q4,Provincial Health Services Authority,All Facilities,All Procedures,5446.0,3430.0,7.4,31.1
2025/26,Q4,Provincial Health Services Authority,All Facilities,Appendectomy,7.0,,,
2025/26,Q4,Provincial Health Services Authority,All Facilities,Biopsy in OR,53.0,61.0,2.1,10.1
2025/26,Q4,Provincial Health Services Authority,All Facilities,Bladder Surgery,6.0,8.0,5.1,8.7
2025/26,Q4,Provincial Health Services Authority,All Facilities,Bowel Resection,,,,
2025/26,Q4,Provincial Health Services Authority,All Facilities,Breast Biopsy,,15.0,2.1,3.5
2025/26,Q4,Provincial Health Services Authority,All Facilities,Breast Reduction,,0.0,,
2025/26,Q4,Provincial Health Services Authority,All Facilities,CSF Drainage,26.0,24.0,1.6,3.0
2025/26,Q4,Provincial Health Services Authority,All Facilities,Cataract Surgery,14.0,16.0,1.5,15.6
2025/26,Q4,Provincial Health Services Authority,All Facilities,Cholecystectomy,9.0,9.0,4.9,9.7
2025/26,Q4,Provincial Health Services Authority,All Facilities,Colostomy/Ileostomy,5.0,10.0,5.1,18.4
2025/26,Q4,Provincial Health Services Authority,All Facilities,Cone Biopsy,,10.0,2.6,7.0
2025/26,Q4,Provincial Health Services Authority,All Facilities,Cranial Surgery,14.0,19.0,1.6,11.7
2025/26,Q4,Provincial Health Services Authority,All Facilities,Cyst/Ganglion Removal,31.0,13.0,27.0,38.5
2025/26,Q4,Provincial Health Services Authority,All Facilities,D&C and Related Surgery,163.0,193.0,1.6,13.8
2025/26,Q4,Provincial Health Services Authority,All Facilities,Dental Surgery,785.0,358.0,14.1,38.4
2025/26,Q4,Provincial Health Services Authority,All Facilities,Examination Under Anaesthetic,154.0,101.0,4.7,29.0
2025/26,Q4,Provincial Health Services Authority,All Facilities,Excision Gynecomastia,,,,
2025/26,Q4,Provincial Health Services Authority,All Facilities,Excision Lesion/Tumour,136.0,85.0,10.7,21.6
2025/26,Q4,Provincial Health Services Authority,All Facilities,Facial Bone Reconstruction,21.0,,,
2025/26,Q4,Provincial Health Services Authority,All Facilities,Fallopian Tube/Ovarian Surgery,134.0,90.0,11.5,25.2
2025/26,Q4,Provincial Health Services Authority,All Facilities,Fistula Repair - Non Vascular,10.0,,,
2025/26,Q4,Provincial Health Services Authority,All Facilities,Foot/Ankle Surgery,,0.0,,
2025/26,Q4,Provincial Health Services Authority,All Facilities,Foreign Body Removal Surgery,,6.0,2.0,21.9
2025/26,Q4,Provincial Health Services Authority,All Facilities,Fracture Repair,47.0,34.0,1.0,98.5
2025/26,Q4,Provincial Health Services Authority,All Facilities,Free Flap Graft,,,,
2025/26,Q4,Provincial Health Services Authority,All Facilities,Gastrostomy/Jejunostomy,42.0,8.0,2.5,3.6
2025/26,Q4,Provincial Health Services Authority,All Facilities,Hand/Wrist Surgery,5.0,0.0,,
2025/26,Q4,Provincial Health Services Authority,All Facilities,Hernia Repair - Abdominal,200.0,78.0,11.8,41.6
2025/26,Q4,Provincial Health Services Authority,All Facilities,Hernia Repair - Hiatal,,0.0,,
2025/26,Q4,Provincial Health Services Authority,All Facilities,Hip Replacement,,0.0,,
2025/26,Q4,Provincial Health Services Authority,All Facilities,Knee - ACL Repair,73.0,19.0,8.6,18.1
2025/26,Q4,Provincial Health Services Authority,All Facilities,Knee - Meniscectomy,6.0,7.0,3.4,32.2
2025/26,Q4,Provincial Health Services Authority,All Facilities,Knee Arthroscopy,18.0,8.0,6.1,38.5
2025/26,Q4,Provincial Health Services Authority,All Facilities,Laparoscopy,47.0,17.0,13.0,31.0
2025/26,Q4,Provincial Health Services Authority,All Facilities,Laparotomy,6.0,5.0,0.6,33.7
2025/26,Q4,Provincial Health Services Authority,All Facilities,Lens & Vitreous (non-cataract) Surgery,,6.0,1.2,5.3
2025/26,Q4,Provincial Health Services Authority,All Facilities,Ligament Surgery,5.0,0.0,,
2025/26,Q4,Provincial Health Services Authority,All Facilities,Lung Surgery,,,,
2025/26,Q4,Provincial Health Services Authority,All Facilities,Male Reproductive Surgery,215.0,71.0,24.9,44.0
2025/26,Q4,Provincial Health Services Authority,All Facilities,Mastoidectomy,16.0,7.0,10.1,23.1
2025/26,Q4,Provincial Health Services Authority,All Facilities,Myringotomy,55.0,39.0,7.7,25.8
2025/26,Q4,Provincial Health Services Authority,All Facilities,Nasal Surgery,14.0,,,
2025/26,Q4,Provincial Health Services Authority,All Facilities,Nerve Surgery,12.0,,,
2025/26,Q4,Provincial Health Services Authority,All Facilities,Oral Cavity & Pharynx Surgery,46.0,17.0,9.4,32.9
2025/26,Q4,Provincial Health Services Authority,All Facilities,Other Ear Surgery,46.0,19.0,6.4,35.6
2025/26,Q4,Provincial Health Services Authority,All Facilities,Other Eye Surgery,384.0,146.0,17.2,44.0
2025/26,Q4,Provincial Health Services Authority,All Facilities,Other Joint Reconstruction,22.0,,,
2025/26,Q4,Provincial Health Services Authority,All Facilities,Other Orthopaedic Surgery,339.0,126.0,8.0,49.9
2025/26,Q4,Provincial Health Services Authority,All Facilities,Other Urology Surgery,156.0,58.0,15.1,57.1
2025/26,Q4,Provincial Health Services Authority,All Facilities,Rectal Surgery,,6.0,7.4,13.4
2025/26,Q4,Provincial Health Services Authority,All Facilities,Scope of Chest,5.0,5.0,6.9,14.7
2025/26,Q4,Provincial Health Services Authority,All Facilities,Shoulder Surgery,15.0,,,
2025/26,Q4,Provincial Health Services Authority,All Facilities,Sinus Surgery,,0.0,,
2025/26,Q4,Provincial Health Services Authority,All Facilities,Skin Surgery,67.0,37.0,15.1,42.7
2025/26,Q4,Provincial Health Services Authority,All Facilities,Skin Tumour Removal,108.0,62.0,3.3,24.5
2025/26,Q4,Provincial Health Services Authority,All Facilities,Spinal/Back Surgery,398.0,55.0,57.7,135.3
2025/26,Q4,Provincial Health Services Authority,All Facilities,Tendon Surgery,33.0,24.0,4.1,20.2
2025/26,Q4,Provincial Health Services Authority,All Facilities,Thyroidectomy,,,,
2025/26,Q4,Provincial Health Services Authority,All Facilities,Tonsillectomy/Adenoidectomy,131.0,83.0,10.6,32.0
2025/26,Q4,Provincial Health Services Authority,All Facilities,Tympanoplasty,43.0,12.0,23.6,59.2
2025/26,Q4,Provincial Health Services Authority,All Facilities,Uterine Surgery,752.0,824.0,7.1,20.1
2025/26,Q4,Provincial Health Services Authority,All Facilities,Vaginal Repair,52.0,39.0,3.9,16.1
2025/26,Q4,Provincial Health Services Authority,All Facilities,Varicose Veins Ligation/Stripping,,,,
2025/26,Q4,Provincial Health Services Authority,All Facilities,Vascular Surgery - Other,99.0,81.0,1.4,12.0
2025/26,Q4,Provincial Health Services Authority,All Facilities,Wound/Laceration Care,49.0,67.0,2.4,8.8
2025/26,Q4,Provincial Health Services Authority,BC Cancer Agency,All Other Procedures,33.0,176.0,1.6,4.2
2025/26,Q4,Provincial Health Services Authority,BC Cancer Agency,All Procedures,46.0,252.0,1.8,4.4
2025/26,Q4,Provincial Health Services Authority,BC Cancer Agency,Breast Biopsy,,15.0,2.1,3.5
2025/26,Q4,Provincial Health Services Authority,BC Cancer Agency,Examination Under Anaesthetic,,12.0,2.9,7.8
2025/26,Q4,Provincial Health Services Authority,BC Cancer Agency,Skin Tumour Removal,8.0,36.0,3.1,3.7
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,All Other Procedures,189.0,129.0,6.1,22.5
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,All Procedures,4047.0,1844.0,10.0,41.1
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Appendectomy,7.0,,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Biopsy in OR,45.0,57.0,1.6,10.3
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Bowel Resection,,,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Breast Reduction,,0.0,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,CSF Drainage,26.0,24.0,1.6,3.0
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Cataract Surgery,14.0,16.0,1.5,15.6
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Cholecystectomy,9.0,9.0,4.9,9.7
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Colostomy/Ileostomy,5.0,10.0,5.1,18.4
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Cranial Surgery,14.0,19.0,1.6,11.7
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Cyst/Ganglion Removal,29.0,9.0,28.7,41.2
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Dental Surgery,785.0,358.0,14.1,38.4
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Examination Under Anaesthetic,148.0,87.0,4.7,31.0
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Excision Gynecomastia,,,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Excision Lesion/Tumour,53.0,31.0,5.1,50.7
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Facial Bone Reconstruction,21.0,,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Fallopian Tube/Ovarian Surgery,6.0,6.0,11.6,36.2
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Fistula Repair - Non Vascular,10.0,,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Foot/Ankle Surgery,,0.0,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Foreign Body Removal Surgery,,6.0,2.0,21.9
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Fracture Repair,47.0,34.0,1.0,98.5
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Free Flap Graft,,,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Gastrostomy/Jejunostomy,42.0,8.0,2.5,3.6
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Hand/Wrist Surgery,5.0,0.0,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Hernia Repair - Abdominal,200.0,78.0,11.8,41.6
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Hernia Repair - Hiatal,,0.0,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Hip Replacement,,0.0,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Knee - ACL Repair,73.0,19.0,8.6,18.1
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Knee - Meniscectomy,6.0,7.0,3.4,32.2
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Knee Arthroscopy,18.0,8.0,6.1,38.5
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Laparoscopy,5.0,5.0,23.0,43.6
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Laparotomy,,,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Lens & Vitreous (non-cataract) Surgery,,6.0,1.2,5.3
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Ligament Surgery,5.0,0.0,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Lung Surgery,,,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Male Reproductive Surgery,215.0,71.0,24.9,44.0
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Mastoidectomy,16.0,7.0,10.1,23.1
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Myringotomy,55.0,39.0,7.7,25.8
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Nasal Surgery,14.0,,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Nerve Surgery,12.0,,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Oral Cavity & Pharynx Surgery,46.0,17.0,9.4,32.9
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Other Ear Surgery,46.0,19.0,6.4,35.6
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Other Eye Surgery,384.0,146.0,17.2,44.0
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Other Joint Reconstruction,22.0,,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Other Orthopaedic Surgery,339.0,125.0,8.1,49.9
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Other Urology Surgery,156.0,57.0,15.1,57.2
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Rectal Surgery,,6.0,7.4,13.4
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Scope of Chest,5.0,5.0,6.9,14.7
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Shoulder Surgery,15.0,,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Sinus Surgery,,0.0,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Skin Surgery,67.0,36.0,16.9,42.9
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Skin Tumour Removal,100.0,26.0,6.9,38.4
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Spinal/Back Surgery,398.0,55.0,57.7,135.3
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Tendon Surgery,33.0,24.0,4.1,20.2
