fiscal_year,quarter,health_authority,hospital_name,procedure_group,waiting,completed,percentile_comp_50th,percentile_comp_90th
2025/26,Q2,Vancouver Island,Victoria General Hospital,Biopsy in OR,44.0,50.0,6.4,14.2
2025/26,Q2,Vancouver Island,Victoria General Hospital,Bladder Surgery,64.0,63.0,4.1,13.4
2025/26,Q2,Vancouver Island,Victoria General Hospital,Bowel Resection,32.0,14.0,3.0,23.3
2025/26,Q2,Vancouver Island,Victoria General Hospital,Breast Biopsy,,,,
2025/26,Q2,Vancouver Island,Victoria General Hospital,CSF Drainage,,0.0,,
2025/26,Q2,Vancouver Island,Victoria General Hospital,Cholecystectomy,59.0,33.0,5.0,22.1
2025/26,Q2,Vancouver Island,Victoria General Hospital,Colostomy/Ileostomy,16.0,5.0,3.1,7.1
2025/26,Q2,Vancouver Island,Victoria General Hospital,Cone Biopsy,13.0,10.0,4.6,9.7
2025/26,Q2,Vancouver Island,Victoria General Hospital,Cranial Surgery,11.0,22.0,1.4,5.1
2025/26,Q2,Vancouver Island,Victoria General Hospital,Cyst/Ganglion Removal,34.0,8.0,8.0,12.5
2025/26,Q2,Vancouver Island,Victoria General Hospital,D&C and Related Surgery,52.0,8.0,15.7,26.8
2025/26,Q2,Vancouver Island,Victoria General Hospital,Dental Surgery,192.0,104.0,13.2,43.0
2025/26,Q2,Vancouver Island,Victoria General Hospital,Examination Under Anaesthetic,11.0,8.0,6.8,12.3
2025/26,Q2,Vancouver Island,Victoria General Hospital,Excision Gynecomastia,,,,
2025/26,Q2,Vancouver Island,Victoria General Hospital,Excision Lesion/Tumour,34.0,62.0,4.7,11.9
2025/26,Q2,Vancouver Island,Victoria General Hospital,Facial Bone Reconstruction,5.0,,,
2025/26,Q2,Vancouver Island,Victoria General Hospital,Fallopian Tube/Ovarian Surgery,107.0,41.0,15.1,40.9
2025/26,Q2,Vancouver Island,Victoria General Hospital,Fistula Repair - Non Vascular,,,,
2025/26,Q2,Vancouver Island,Victoria General Hospital,Foot/Ankle Surgery,11.0,,,
2025/26,Q2,Vancouver Island,Victoria General Hospital,Foreign Body Removal Surgery,,,,
2025/26,Q2,Vancouver Island,Victoria General Hospital,Fracture Repair,,,,
2025/26,Q2,Vancouver Island,Victoria General Hospital,Free Flap Graft,,,,
2025/26,Q2,Vancouver Island,Victoria General Hospital,Hernia Repair - Abdominal,297.0,105.0,6.4,35.1
2025/26,Q2,Vancouver Island,Victoria General Hospital,Kidney/Bladder Stone Removal,80.0,60.0,3.5,16.9
2025/26,Q2,Vancouver Island,Victoria General Hospital,Knee - ACL Repair,19.0,11.0,6.6,11.1
2025/26,Q2,Vancouver Island,Victoria General Hospital,Knee - Meniscectomy,5.0,6.0,9.6,17.4
2025/26,Q2,Vancouver Island,Victoria General Hospital,Knee Arthroscopy,25.0,15.0,10.0,20.4
2025/26,Q2,Vancouver Island,Victoria General Hospital,Laparoscopy,46.0,12.0,17.0,41.3
2025/26,Q2,Vancouver Island,Victoria General Hospital,Male Reproductive Surgery,92.0,37.0,18.0,40.9
2025/26,Q2,Vancouver Island,Victoria General Hospital,Mastectomy,49.0,104.0,2.9,6.1
2025/26,Q2,Vancouver Island,Victoria General Hospital,Mastoidectomy,6.0,,,
2025/26,Q2,Vancouver Island,Victoria General Hospital,Myringotomy,43.0,38.0,9.2,26.0
2025/26,Q2,Vancouver Island,Victoria General Hospital,Nasal Surgery,94.0,14.0,8.6,35.9
2025/26,Q2,Vancouver Island,Victoria General Hospital,Oral Cavity & Pharynx Surgery,19.0,28.0,3.9,21.9
2025/26,Q2,Vancouver Island,Victoria General Hospital,Other Ear Surgery,,,,
2025/26,Q2,Vancouver Island,Victoria General Hospital,Other Eye Surgery,38.0,11.0,15.1,24.0
2025/26,Q2,Vancouver Island,Victoria General Hospital,Other Joint Reconstruction,55.0,28.0,12.8,21.1
2025/26,Q2,Vancouver Island,Victoria General Hospital,Other Orthopaedic Surgery,87.0,42.0,8.3,18.8
2025/26,Q2,Vancouver Island,Victoria General Hospital,Other Urology Surgery,104.0,58.0,4.8,40.3
2025/26,Q2,Vancouver Island,Victoria General Hospital,Parotidectomy,5.0,,,
2025/26,Q2,Vancouver Island,Victoria General Hospital,Prostate Surgery,255.0,112.0,3.9,39.1
2025/26,Q2,Vancouver Island,Victoria General Hospital,Rectal Surgery,42.0,17.0,8.1,26.1
2025/26,Q2,Vancouver Island,Victoria General Hospital,Shoulder Surgery,69.0,65.0,14.6,29.7
2025/26,Q2,Vancouver Island,Victoria General Hospital,Sinus Surgery,95.0,19.0,25.7,46.8
2025/26,Q2,Vancouver Island,Victoria General Hospital,Skin Tumour Removal,16.0,10.0,5.1,13.6
2025/26,Q2,Vancouver Island,Victoria General Hospital,Spinal/Back Surgery,177.0,89.0,8.1,36.7
2025/26,Q2,Vancouver Island,Victoria General Hospital,Tendon Surgery,13.0,10.0,6.3,16.0
2025/26,Q2,Vancouver Island,Victoria General Hospital,Thyroidectomy,9.0,7.0,4.1,35.2
2025/26,Q2,Vancouver Island,Victoria General Hospital,Tonsillectomy/Adenoidectomy,87.0,27.0,13.6,29.3
2025/26,Q2,Vancouver Island,Victoria General Hospital,Tympanoplasty,16.0,6.0,10.4,22.8
2025/26,Q2,Vancouver Island,Victoria General Hospital,Uterine Surgery,572.0,328.0,11.2,38.7
2025/26,Q2,Vancouver Island,Victoria General Hospital,Vaginal Repair,94.0,28.0,22.8,46.0
2025/26,Q2,Vancouver Island,Victoria General Hospital,Wound/Laceration Care,13.0,6.0,4.0,21.2
2025/26,Q2,Vancouver Island,West Coast General Hospital,All Procedures,111.0,201.0,4.1,15.7
2025/26,Q2,Vancouver Island,West Coast General Hospital,Biopsy in OR,,,,
2025/26,Q2,Vancouver Island,West Coast General Hospital,Bladder Surgery,12.0,10.0,5.9,8.3
2025/26,Q2,Vancouver Island,West Coast General Hospital,Bowel Resection,,7.0,6.9,17.1
2025/26,Q2,Vancouver Island,West Coast General Hospital,Cholecystectomy,5.0,7.0,5.9,8.3
2025/26,Q2,Vancouver Island,West Coast General Hospital,Colostomy/Ileostomy,,,,
2025/26,Q2,Vancouver Island,West Coast General Hospital,D&C and Related Surgery,5.0,12.0,3.9,10.0
2025/26,Q2,Vancouver Island,West Coast General Hospital,Fallopian Tube/Ovarian Surgery,,,,
2025/26,Q2,Vancouver Island,West Coast General Hospital,Hernia Repair - Abdominal,30.0,34.0,6.6,18.3
2025/26,Q2,Vancouver Island,West Coast General Hospital,Kidney/Bladder Stone Removal,,7.0,6.6,8.1
2025/26,Q2,Vancouver Island,West Coast General Hospital,Male Reproductive Surgery,,,,
2025/26,Q2,Vancouver Island,West Coast General Hospital,Mastectomy,,13.0,3.6,5.3
2025/26,Q2,Vancouver Island,West Coast General Hospital,Other Urology Surgery,21.0,15.0,10.0,24.8
2025/26,Q2,Vancouver Island,West Coast General Hospital,Prostate Surgery,16.0,16.0,10.4,21.1
2025/26,Q2,Vancouver Island,West Coast General Hospital,Uterine Surgery,,12.0,3.9,11.9
2025/26,Q2,Vancouver Island,West Coast General Hospital,Vaginal Repair,,,,
2025/26,Q2,Vancouver Island,West Coast General Hospital,Vascular Surgery - Other,,,,
2025/26,Q3,All Health Authorities,All Facilities,Abdominoplasty,91.0,59.0,7.0,31.0
2025/26,Q3,All Health Authorities,All Facilities,All Other Procedures,2325.0,2352.0,5.0,22.3
2025/26,Q3,All Health Authorities,All Facilities,All Procedures,94870.0,71679.0,6.0,30.9
2025/26,Q3,All Health Authorities,All Facilities,Aortic Aneurysm Repair,59.0,130.0,3.0,11.5
2025/26,Q3,All Health Authorities,All Facilities,Appendectomy,73.0,106.0,5.2,15.6
2025/26,Q3,All Health Authorities,All Facilities,Bariatric Surgery,95.0,101.0,5.7,12.1
2025/26,Q3,All Health Authorities,All Facilities,Biopsy in OR,371.0,607.0,3.3,12.3
2025/26,Q3,All Health Authorities,All Facilities,Bladder Surgery,970.0,1323.0,4.0,14.7
2025/26,Q3,All Health Authorities,All Facilities,Bowel Resection,394.0,717.0,3.3,9.3
2025/26,Q3,All Health Authorities,All Facilities,Breast Biopsy,102.0,312.0,3.0,7.0
2025/26,Q3,All Health Authorities,All Facilities,Breast Reconstruction,375.0,304.0,4.0,26.2
2025/26,Q3,All Health Authorities,All Facilities,Breast Reduction,1836.0,683.0,11.3,50.9
2025/26,Q3,All Health Authorities,All Facilities,CSF Drainage,35.0,54.0,0.9,4.0
2025/26,Q3,All Health Authorities,All Facilities,Cataract Surgery,17351.0,19068.0,4.9,22.4
2025/26,Q3,All Health Authorities,All Facilities,Cholecystectomy,1367.0,1278.0,5.1,19.1
2025/26,Q3,All Health Authorities,All Facilities,Colostomy/Ileostomy,163.0,154.0,6.3,24.0
2025/26,Q3,All Health Authorities,All Facilities,Cone Biopsy,59.0,136.0,2.7,8.1
2025/26,Q3,All Health Authorities,All Facilities,Cranial Surgery,153.0,288.0,2.1,13.8
2025/26,Q3,All Health Authorities,All Facilities,Cyst/Ganglion Removal,341.0,238.0,7.4,26.2
2025/26,Q3,All Health Authorities,All Facilities,D&C and Related Surgery,1147.0,1335.0,4.0,19.9
2025/26,Q3,All Health Authorities,All Facilities,Dental Surgery,3419.0,1925.0,8.9,35.3
2025/26,Q3,All Health Authorities,All Facilities,Endarterectomy,63.0,194.0,1.9,6.2
2025/26,Q3,All Health Authorities,All Facilities,Esophagectomy,37.0,44.0,4.6,17.1
2025/26,Q3,All Health Authorities,All Facilities,Examination Under Anaesthetic,482.0,394.0,5.6,27.1
2025/26,Q3,All Health Authorities,All Facilities,Excision Gynecomastia,75.0,31.0,5.6,53.7
2025/26,Q3,All Health Authorities,All Facilities,Excision Lesion/Tumour,1057.0,1019.0,5.0,21.2
2025/26,Q3,All Health Authorities,All Facilities,Facial Bone Reconstruction,305.0,172.0,10.4,31.1
2025/26,Q3,All Health Authorities,All Facilities,Fallopian Tube/Ovarian Surgery,1302.0,766.0,7.9,29.9
2025/26,Q3,All Health Authorities,All Facilities,Fistula Repair - Non Vascular,88.0,78.0,4.7,21.1
2025/26,Q3,All Health Authorities,All Facilities,Foot/Ankle Surgery,438.0,180.0,16.7,46.7
2025/26,Q3,All Health Authorities,All Facilities,Foreign Body Removal Surgery,45.0,74.0,2.4,9.3
2025/26,Q3,All Health Authorities,All Facilities,Fracture Repair,197.0,386.0,0.9,6.9
2025/26,Q3,All Health Authorities,All Facilities,Free Flap Graft,53.0,69.0,4.1,25.6
2025/26,Q3,All Health Authorities,All Facilities,Gastrostomy/Jejunostomy,43.0,12.0,0.6,2.1
2025/26,Q3,All Health Authorities,All Facilities,Hand/Wrist Surgery,591.0,442.0,5.9,22.9
2025/26,Q3,All Health Authorities,All Facilities,Hernia Repair - Abdominal,4753.0,3564.0,7.3,28.9
2025/26,Q3,All Health Authorities,All Facilities,Hernia Repair - Hiatal,205.0,96.0,7.2,43.9
2025/26,Q3,All Health Authorities,All Facilities,Hip Replacement,5084.0,2230.0,17.1,53.6
2025/26,Q3,All Health Authorities,All Facilities,Kidney/Bladder Stone Removal,612.0,738.0,4.1,12.9
2025/26,Q3,All Health Authorities,All Facilities,Knee - ACL Repair,1003.0,709.0,9.3,31.9
2025/26,Q3,All Health Authorities,All Facilities,Knee - Meniscectomy,604.0,432.0,7.9,28.9
2025/26,Q3,All Health Authorities,All Facilities,Knee Arthroscopy,782.0,603.0,6.9,25.0
2025/26,Q3,All Health Authorities,All Facilities,Knee Replacement,9955.0,3312.0,21.4,56.1
2025/26,Q3,All Health Authorities,All Facilities,Laparoscopy,265.0,231.0,5.6,22.6
2025/26,Q3,All Health Authorities,All Facilities,Laparotomy,42.0,61.0,4.0,15.7
2025/26,Q3,All Health Authorities,All Facilities,Lens & Vitreous (non-cataract) Surgery,1233.0,1061.0,5.7,29.0
2025/26,Q3,All Health Authorities,All Facilities,Ligament Surgery,115.0,80.0,3.5,15.2
2025/26,Q3,All Health Authorities,All Facilities,Lipectomy,135.0,25.0,7.3,49.7
2025/26,Q3,All Health Authorities,All Facilities,Lung Surgery,115.0,193.0,2.9,12.3
2025/26,Q3,All Health Authorities,All Facilities,Male Reproductive Surgery,980.0,639.0,9.1,33.1
2025/26,Q3,All Health Authorities,All Facilities,Mastectomy,427.0,1191.0,2.9,6.0
2025/26,Q3,All Health Authorities,All Facilities,Mastoidectomy,153.0,74.0,12.0,51.2
2025/26,Q3,All Health Authorities,All Facilities,Myringotomy,448.0,233.0,6.0,25.1
2025/26,Q3,All Health Authorities,All Facilities,Nasal Surgery,3566.0,944.0,24.0,58.3
2025/26,Q3,All Health Authorities,All Facilities,Nerve Surgery,398.0,272.0,4.5,36.7
2025/26,Q3,All Health Authorities,All Facilities,Oral Cavity & Pharynx Surgery,206.0,83.0,10.1,32.9
2025/26,Q3,All Health Authorities,All Facilities,Other Ear Surgery,295.0,83.0,30.3,77.1
2025/26,Q3,All Health Authorities,All Facilities,Other Eye Surgery,2313.0,1803.0,6.1,35.0
2025/26,Q3,All Health Authorities,All Facilities,Other Joint Reconstruction,1630.0,679.0,13.0,46.9
2025/26,Q3,All Health Authorities,All Facilities,Other Orthopaedic Surgery,2324.0,1760.0,6.1,31.9
2025/26,Q3,All Health Authorities,All Facilities,Other Urology Surgery,1149.0,1537.0,4.1,17.9
2025/26,Q3,All Health Authorities,All Facilities,Parotidectomy,194.0,114.0,9.4,41.3
2025/26,Q3,All Health Authorities,All Facilities,Prostate Surgery,1964.0,1478.0,6.0,23.8
2025/26,Q3,All Health Authorities,All Facilities,Rectal Surgery,642.0,504.0,5.7,28.2
2025/26,Q3,All Health Authorities,All Facilities,Rib Resection,24.0,10.0,38.6,62.4
2025/26,Q3,All Health Authorities,All Facilities,Scope of Chest,69.0,126.0,5.6,9.1
2025/26,Q3,All Health Authorities,All Facilities,Shoulder Surgery,1944.0,930.0,10.3,41.5
2025/26,Q3,All Health Authorities,All Facilities,Shunt Insertion/Removal,8.0,14.0,1.8,15.3
2025/26,Q3,All Health Authorities,All Facilities,Sinus Surgery,1709.0,511.0,17.9,60.9
2025/26,Q3,All Health Authorities,All Facilities,Skin Surgery,469.0,318.0,5.6,32.3
2025/26,Q3,All Health Authorities,All Facilities,Skin Tumour Removal,900.0,1162.0,4.0,21.7
2025/26,Q3,All Health Authorities,All Facilities,Sphincterotomy,17.0,23.0,3.4,27.6
2025/26,Q3,All Health Authorities,All Facilities,Spinal/Back Surgery,1755.0,1028.0,5.1,22.8
2025/26,Q3,All Health Authorities,All Facilities,Tendon Surgery,268.0,274.0,3.1,21.0
2025/26,Q3,All Health Authorities,All Facilities,Thoracotomy,25.0,36.0,2.9,27.6
2025/26,Q3,All Health Authorities,All Facilities,Thyroidectomy,422.0,358.0,6.0,28.8
2025/26,Q3,All Health Authorities,All Facilities,Tonsillectomy/Adenoidectomy,2186.0,785.0,14.1,45.7
2025/26,Q3,All Health Authorities,All Facilities,Tympanoplasty,557.0,193.0,17.1,49.7
2025/26,Q3,All Health Authorities,All Facilities,Uterine Surgery,4561.0,4369.0,7.0,30.0
2025/26,Q3,All Health Authorities,All Facilities,Vaginal Repair,813.0,388.0,9.3,36.9
2025/26,Q3,All Health Authorities,All Facilities,Varicose Veins Ligation/Stripping,1469.0,447.0,17.4,59.4
2025/26,Q3,All Health Authorities,All Facilities,Vascular Bypass Graft - Non Cardiac,55.0,119.0,2.4,10.5
2025/26,Q3,All Health Authorities,All Facilities,Vascular Surgery - Other,271.0,469.0,2.3,9.4
2025/26,Q3,All Health Authorities,All Facilities,Wound/Laceration Care,254.0,359.0,2.7,19.0
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Abdominoplasty,15.0,9.0,11.0,32.8
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,All Other Procedures,34.0,37.0,4.1,20.4
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,All Procedures,3220.0,1643.0,8.6,44.8
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Aortic Aneurysm Repair,9.0,23.0,2.3,7.3
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Appendectomy,,,,
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Biopsy in OR,,7.0,3.0,4.2
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Bladder Surgery,63.0,47.0,5.1,40.6
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Bowel Resection,11.0,18.0,3.9,9.8
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Breast Biopsy,10.0,39.0,2.7,6.3
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Breast Reconstruction,20.0,16.0,3.1,26.1
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Breast Reduction,139.0,54.0,19.4,35.0
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Cholecystectomy,45.0,59.0,4.1,19.8
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Colostomy/Ileostomy,,,,
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Cyst/Ganglion Removal,,,,
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,D&C and Related Surgery,67.0,57.0,11.6,34.3
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Dental Surgery,65.0,44.0,14.4,35.4
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Endarterectomy,7.0,43.0,1.9,9.3
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Examination Under Anaesthetic,12.0,13.0,4.7,19.9
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Excision Gynecomastia,9.0,,,
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Excision Lesion/Tumour,70.0,15.0,12.1,27.7
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Facial Bone Reconstruction,,,,
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Fallopian Tube/Ovarian Surgery,136.0,34.0,20.9,39.9
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Fistula Repair - Non Vascular,,5.0,6.7,8.5
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Foot/Ankle Surgery,39.0,12.0,32.4,38.1
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Fracture Repair,7.0,10.0,1.7,4.2
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Hand/Wrist Surgery,21.0,11.0,7.0,20.9
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Hernia Repair - Abdominal,176.0,144.0,8.4,24.7
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Hernia Repair - Hiatal,,,,
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Hip Replacement,154.0,46.0,36.7,64.5
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Kidney/Bladder Stone Removal,5.0,,,
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Knee - ACL Repair,10.0,,,
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Knee - Meniscectomy,,,,
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Knee Arthroscopy,,,,
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Knee Replacement,435.0,63.0,49.0,66.9
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Laparoscopy,16.0,14.0,12.2,38.5
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Laparotomy,,0.0,,
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Ligament Surgery,5.0,6.0,7.1,29.5
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Male Reproductive Surgery,58.0,24.0,24.2,53.9
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Mastectomy,10.0,49.0,2.6,5.2
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Myringotomy,13.0,6.0,10.5,28.8
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Nasal Surgery,264.0,56.0,28.0,43.1
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Nerve Surgery,,,,
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Oral Cavity & Pharynx Surgery,,0.0,,
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Other Eye Surgery,5.0,,,
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Other Joint Reconstruction,62.0,27.0,24.3,48.2
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Other Orthopaedic Surgery,58.0,40.0,3.6,29.6
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Other Urology Surgery,46.0,56.0,3.9,45.9
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Parotidectomy,,0.0,,
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Prostate Surgery,105.0,62.0,17.2,34.6
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Rectal Surgery,9.0,11.0,6.7,23.1
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Shoulder Surgery,69.0,31.0,5.9,28.9
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Sinus Surgery,16.0,9.0,32.4,41.2
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Skin Surgery,22.0,20.0,3.9,24.3
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Skin Tumour Removal,29.0,36.0,5.4,25.4
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Sphincterotomy,,0.0,,
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Tendon Surgery,5.0,,,
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Thyroidectomy,7.0,20.0,6.0,9.0
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Tonsillectomy/Adenoidectomy,120.0,31.0,9.3,37.3
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Tympanoplasty,,0.0,,
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Uterine Surgery,306.0,193.0,31.9,50.8
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Vaginal Repair,41.0,11.0,32.6,54.3
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Varicose Veins Ligation/Stripping,329.0,45.0,57.0,68.2
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Vascular Bypass Graft - Non Cardiac,6.0,21.0,1.7,6.0
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Vascular Surgery - Other,20.0,21.0,6.4,20.7
2025/26,Q3,Fraser,Abbotsford Regional Hospital and Cancer Centre,Wound/Laceration Care,8.0,17.0,7.9,30.6
2025/26,Q3,Fraser,All Facilities,Abdominoplasty,35.0,18.0,12.1,34.7
2025/26,Q3,Fraser,All Facilities,All Other Procedures,264.0,317.0,3.7,24.6
2025/26,Q3,Fraser,All Facilities,All Procedures,24120.0,19538.0,5.1,30.1
2025/26,Q3,Fraser,All Facilities,Aortic Aneurysm Repair,25.0,45.0,2.3,9.0
2025/26,Q3,Fraser,All Facilities,Appendectomy,21.0,35.0,5.1,11.1
